id,text,Label,Model_classification
205,"see 

apparently it was possible somehow to share your root directory at some point we should on upgrade check for such shares and remove them

note that at least on  i verified that it is no longer possible to create root shares",TD,TD
206,"most of the token related logic was implemented in the ocusersession class while developing and fixing bugs the class grew to a state where its pain to add new or adjust existing functionality moreover some of the public methods the class provides are not part of the public iuserinterface interface

this class should be refactored by extracting the token related logic into an separate class with a defined public interface that new class should handle processes like

 create new tokens browser device
 validate tokens
 get the current session token
 clone token data into a new token eg create a device token when logged in via the browser or when using the 
 retrieve the current user password eg for external storages
 …

that new service should use a ocauthenticationtokeniprovider object to talk to a token provider ideally those token providers should become public api to allow third party developers to plug in their custom token handling logic",TD,TD
207,port these  to the integration tests for better visibility,TD,Not_TD
208,"it seems that large file support is possible without performance degradation on  platforms if php is compiled with large file support lfs and the curl extension is available 

please see  for the full report

also see 

 karlitschek  danimo ",TD,Not_TD
209,"im asking because there are lots of similar more business oriented uses for file related meta data and it looks like duplicating the comments app and the comments manager would currently be the best option to manage properties such as as notes signatures read status etc but that seems to be a waste of effort and could lead to problems down the road if all the different implementation were slightly different

karlitschek mtrichards   morrisjobke schiesbn  rullzer nickvergessen ",TD,TD
210," says int but doctrine and pdo say string we should say string as well sequences might return non int

that is unless we agree to always use int based autoincrement values in our tables then we should add a cast to int in 
and change  to int as well
",TD,TD
211,"the old dropbox api is deprecated  and will be killed by dropbox on  june 

this means the external storage plugin needs to be ported to the new api

according to ownclouds eol timeline  at this time the oldest supported owncloud version would be 

ideally the porting should be done in a separate repository filesexternaldropbox instead of core as per 

not sure about oc   maybe need to backport the change there

thoughts   
",TD,TD
212,"our file upload javascript component is capable of using put for file upload


using put has some advantages over the existing post
the php code will be trigger as soon as the first few kbs arrived th server
in contrary in case of post the web server will first receive the whole file and trigger the php code after the upload has been finished

why is this a better approach
 quota and other checks can be performed right in the beginning
 follow up processing can benefit from stream eg push data to external file systems encrypt on the fly 

from my understanding this is why webdav uses put for file upload as well

karlitschek danimo dragotin  butonic blizzz schiesbn  bantu ringmaster 

im summoning you all because id like to know any impact on any component you are working on if you see any issues with this approach

thx
",TD,TD
213,"to avoid code duplication we should look into finding a way to reroute the old files endpoint remotephpwebdav to the new one remotephpdavuserfiles
maybe theres a way to do this on sabre level by making the node from remotephpwebdav actually be the userhome node from the other one

care needs to be taken however that the old file chunk upload still works from what i see were still using the old file implementation so old chunking might already still work when puting to the new dav endpoint

thoughts 

 butonic ",TD,TD
214,"the filelist object already had a dirinfo object containing the propfind result on the current directory from here we can already extra information like remaining quota

here are the different values from getstoragestats which we should get rid of  move to somewhere else
  maxupload  move to capabilities api
  freespace  use filelistdirinfo instead quotaavailablebytes
  maxhumanfilesize  skull 
  usedspacepercent  use filelistdirinfo quotausedbytes instead
  owner  use filelistdirinfo owner instead
  ownerdisplayname  use filelistdirinfo owner display name instead
",TD,TD
215,"our file upload javascript component is capable of using put for file upload


using put has some advantages over the existing post
the php code will be trigger as soon as the first few kbs arrived th server
in contrary in case of post the web server will first receive the whole file and trigger the php code after the upload has been finished

why is this a better approach
 quota and other checks can be performed right in the beginning
 follow up processing can benefit from stream eg push data to external file systems encrypt on the fly 

from my understanding this is why webdav uses put for file upload as well

karlitschek danimo dragotin  butonic blizzz schiesbn  bantu ringmaster 

im summoning you all because id like to know any impact on any component you are working on if you see any issues with this approach

thx
",TD,TD
216,"autotesthhvmsh was spawned as a copy of autotestsh via  with the only difference being the interpreter used php vs hhvm autotestsh was improved in the meantime and has diverged from autotesthhvmsh

the code shared by autotestsh should be deduplicated ref 

diff
 autotestsh	  
 autotesthhvmsh	  
   
 executornumber is set by jenkins and allows us to run autotest in parallel
 databasenameocautotestexecutornumber
 databaseuserocautotestexecutornumber
databasehostlocalhost
 adminloginadminexecutornumber
 basedirpwd
 
 dbconfigssqlite mysql pgsql oci
 phpunitwhich phpunit
hhvmwhich hhvm
 
 function printsyntax 
	echo e syntax autotestsh  n 
	echo e syntax autotesthhvmsh  n 
 	echo e tdbconfigname can be one of dbconfigs 
 	echo e ttestfile is the name of a test file for example libtemplatephp 
 	echo e nexample autotestsh sqlite libtemplatephp 
   
 	exit 
 fi
 
phpunitversionphpunit version  cut d  
if   then
	echo hhvm executable not found please install hhvm 
	exit 
fi

phpunitversionhhvm phpunit version  cut d  
 phpunitmajorversionecho phpunitversion  cut d 
 phpunitminorversionecho phpunitversion  cut d 
 
   
 	exit 
 fi
 
if   then
if   then
 	echo please enable write permissions on config and configconfigphp 
 	exit 
 fi
   
 fi
 
 function cleanupconfig 
	if  then
		echo kill the docker dockercontainerid
		docker rm f dockercontainerid
	fi

 	cd basedir
 	 restore existing config
 	if  then
   
 	rm rf datadir
 	mkdir datadir
 
	 remove the old config file
	rm rf configconfigphp
 	cp testspreseedconfigphp configconfigphp
 
 	 drop database
 	if   then
		mysql u databaseuser powncloud e drop database if exists databasename h databasehost  true
		mysql u databaseuser powncloud e drop database if exists databasename  true
 	fi
 	if   then
 		dropdb u databaseuser databasename  true
 	fi
 	if   then
		echo fire up the oracle docker
		dockercontaineriddocker run d 
		databasehostdocker inspect dockercontainerid  grep ipaddress  cut d  f 

		echo waiting  seconds for oracle initialization  
		sleep 

		databaseuserautotest
		echo drop the database
		sqlplus s l  as sysdba eof
			drop user databasename cascade
eof

		echo create the database
		sqlplus s l  as sysdba eof
			create user databasename identified by owncloud
			alter user databasename default tablespace users
			temporary tablespace temp
			quota unlimited on users
			grant create session
			 create table
			 create procedure
			 create sequence
			 create trigger
			 create view
			 create synonym
			 alter session
			to databasename
			exit
eof
		databaseuserdatabasename
 		databasenamexe
 	fi
 
	 copy autoconfig
	cp  basedirconfigautoconfigphp

 	 trigger installation
 	echo installing 
	occ maintenanceinstall  databasenamedatabasename databasehostdatabasehost databaseuserdatabaseuser databasepassowncloud databasetableprefixoc adminuseradminlogin adminpassadmin datadirdatadir
	hhvm occ maintenanceinstall  databasenamedatabasename databasehostlocalhost databaseuserdatabaseuser databasepassowncloud databasetableprefixoc adminuseradminlogin adminpassadmin datadirdatadir
 
 	test execution
 	echo testing with  
 	cd tests
 	rm rf 
 	mkdir 
	php f enableallphp  grep i  error  echo error during setup  exit 
	hhvm f enableallphp  grep i  error  echo error during setup  exit 
 	if  then
		phpunit configuration phpunitautotestxml logjunit  coverageclover  coveragehtml   
		hhvm phpunit configuration phpunitautotestxml logjunit  coverageclover  coveragehtml   
 		result
 	else
 		echo no coverage
		phpunit configuration phpunitautotestxml logjunit   
		hhvm phpunit configuration phpunitautotestxml logjunit   
 		result
 	fi
 
   
 		executetests dbconfig
 	done
 else
	
	if    then
		filenamefilename
	fi
	executetests  filename 
	executetests   
 fi
 
 
",TD,TD
217," steps to reproduce
 use ocservergetappfolder

 expected behaviour
gets some folder the app can use for storing data outside of a user namespace

 actual behaviour
returns a folder in the current user namespace 

see 

this can result in username collisions for example if a user is called news and the news app uses getappfolder then data would be stored in the users folder this will and does break things

somehow we need a folder that the app can use outside of the user namespace 

morrisjobke karlitschek  ",TD,TD
218,"this is necessary for everything that happens more than once otherwise code is duplicated over and over again

example
",TD,Not_TD
219,"our file upload javascript component is capable of using put for file upload


using put has some advantages over the existing post
the php code will be trigger as soon as the first few kbs arrived th server
in contrary in case of post the web server will first receive the whole file and trigger the php code after the upload has been finished

why is this a better approach
 quota and other checks can be performed right in the beginning
 follow up processing can benefit from stream eg push data to external file systems encrypt on the fly 

from my understanding this is why webdav uses put for file upload as well

karlitschek danimo dragotin  butonic blizzz schiesbn  bantu ringmaster 

im summoning you all because id like to know any impact on any component you are working on if you see any issues with this approach

thx
",TD,TD
220,"many tests rely on a default user or group backend to be set when using ocservergetusermanager
others set it explicitly using ocuserusebackend

for both cases we need to stop using usebackend and add explicit backend initialization or even better use mocks

the trouble with this is that if a specific test does setup some backends it might affect other tests as a sideeffect ideally all backends need to be cleared after testing anyway but doing this currently breaks more tests that assume a default backend
",TD,TD
221,"for some reason it seems that weve gotten used to using aliases in the ocserver container

from my understanding if we want the magic di to work properly we should ideally not have to define anything there in the event where we do need to we should probably define the entries using interface names this way when we query objects that for example require ocpiusersession the server knows where to find it currently one needs to manually instantiates an object and call cqueryusersession to pass it

 butonic vicdeo jvillafanez ",TD,TD
222,"so far ive seen several different ways of making database calls

 using ocdb
 using ocpdb
 using the entity mapper from the app framework

then there is execute and executeaudited
some are using our statement wrapper and others arent

we need to clean up this mess and make one single way for doing database queries
or at least two the regular db queries and one with the entity mapper would be acceptable

in the shortmiddle term it should be possible to already replace many of the calls with ocpdb

then my next problem is that they work with the statement wrapper which itself wraps too much and doesnt allow for closecursor to be called

  add close to statement wrapper
  or get rid of the statement wrapper completely
  replace ocdb usage with ocpdb this will also prevent people to use executeaudited which is private

 bantu  lukasreschke schiesbn 

note that im a bit struggling with this for the task to add closecursor everywhere ",TD,TD
223,"kill this  with a three row high fire thrower

removing the fallback code would be nice
however if someone has an install where the repair didnt fully go through or warnings were missed theyre going to have surprises
ideal would be to have a way to assist admins to do a smoother transition basically first have a way to identify such remaining storages and fix them manually

another idea would be to log a warning but would pollute the log
yet another idea prevent the users storage to work at all throw exception but likely to cause outages

i also thought about maybe adding an extra column type on ocstorages but the question is how to populate it might need iterating over all users once again this could at least make it easier to identify user homes that still have the type local

butonic  ",TD,TD
224,"we have a bunch of settings around sharing on the admin page atm

and the most important question is whether allow apps to use the share api is really what we want to have question 

should that option prevent sharing a calendar addressbook etc or should this setting state that its only about the filesharing api

 schiesbn rullzer karlitschek ",TD,TD
225,"after debugging the watcherscanner i noticed that at the end of the scan session it will call cleanfolderpath and will iterate over all cache entries inside that folder and call fileexists to find out whether the file still exists

as far as i understand diffing the children of a folder is already done in scanchildren so not sure why it has to be done again here

 can you clarify  can we get rid of this extra cleanup to gain some performance 
",TD,TD
226,"after debugging the watcherscanner i noticed that at the end of the scan session it will call cleanfolderpath and will iterate over all cache entries inside that folder and call fileexists to find out whether the file still exists

as far as i understand diffing the children of a folder is already done in scanchildren so not sure why it has to be done again here

 can you clarify  can we get rid of this extra cleanup to gain some performance 
",TD,TD
227,"we need to migrate from the current unofficial and unmaintained dropbox sdk we use at the moment to the official one 

test plan
  use big files and slow networks  refs 
",TD,TD
228,"i found some unit tests related to that stream wrapper
afaik this is now unusedobsolete 

we should deprecate this officially

  ",TD,TD
229,from butonic a non exhaustive search reveals other places where an array is used to cache data              we should check them after we decide how to handle this not all of them justify using a cappedmemorycache eg  rullzer  schiesbn nickvergessen ,TD,TD
230,according to the way the path to the files a token gives access to in filessharing we need to use this method before requesting access to a nodeocutilteardownfsocutilsetupfsuseridfilesystemgetpathnodeidfilesystemgetpathnodeid can be replaced with thisuserfoldergetbyidnodeidbut can both the preceding methods be replaced by thisuserfolder  servergetuserfolderuserid i have no idea where it should sit ocp or appframework but its either missing or not required and new ocp methods or new documentation needs to be provided,TD,TD
231,according to the way the path to the files a token gives access to in filessharing we need to use this method before requesting access to a nodeocutilteardownfsocutilsetupfsuseridfilesystemgetpathnodeidfilesystemgetpathnodeid can be replaced with thisuserfoldergetbyidnodeidbut can both the preceding methods be replaced by thisuserfolder  servergetuserfolderuserid i have no idea where it should sit ocp or appframework but its either missing or not required and new ocp methods or new documentation needs to be provided,TD,TD
232,it is used in the sharing helperthen also the sharing hook listener isnt needed anymore the hook emitter was removed with  maybe this is the reason for some orphaned shares should we introduce this again or simply delete this code that is never executed since  and rely on the fact that link shares are not shown anymore when this setting is disabled but reside in place i just checked with current master and also the public link page is blockedi would simply delete this schiesbn  rullzer opinionsi would also take care of creating the pr if this is wanted,TD,TD
233,kill this  with a three row high fire throwerremoving the fallback code would be nicehowever if someone has an install where the repair didnt fully go through or warnings were missed theyre going to have surprisesideal would be to have a way to assist admins to do a smoother transition basically first have a way to identify such remaining storages and fix them manuallyanother idea would be to log a warning but would pollute the logyet another idea prevent the users storage to work at all throw exception but likely to cause outagesi also thought about maybe adding an extra column type on ocstorages but the question is how to populate it might need iterating over all users once again this could at least make it easier to identify user homes that still have the type localbutonic  ,TD,TD
234," core
 appconfig
 storages
 mounts
 mimetypes
 filecache
 groupuser
 groupadmin
 groups
 preferences
 properties
 share
 jobs
 users
 authtoken
 vcategory
 vcategorytoobject
 systemtag
 systemtagobjectmapping
 systemtaggroup
 privatedata
 filelocks
 comments
 commentsreadmarkers
 credentials

 apps
todo

 butonic fyi

by the way if we want to change fileid of ocfilecache to bigint well first need to port its schema to be a migration 
",TD,TD
235,"see 

jvillafanez ",TD,Not_TD
236,"the storage backend handling has been moved to core already as per  this means that any apps using this api and future apps will be expected to do so do not require filesexternal to be enabled any more

plan
  move gui to core  settings
  move occ commands to core
  move all external storage backends from filesexternal to separate market apps 

 fyi",TD,TD
237, xenopathic karlitschek jmaciasportela currently external apps that provide storage backends would require filesexternal to be enabled toogoal is to move that part to core so that the filesexternal app disappears completelythe other backends currently provided by filesexternal should be moved to one or several separate repos eventually,TD,TD
238, getting a remote share either via share dropdown and userremote or via public link page and add to my owncloud unshare this folder expected behaviour database entries are cleaned up storage and filecache actual behaviour storage and filecache is still filled how to test thisfollowing queries list the tables joined together for mysqlmap shared storage to external share sqlselect  from ocstorages s left join ocshareexternal e on sid  concatshared   eremote where sid like sharedlist only not existing external share storages sqlselect  from ocstorages s left join ocshareexternal e on sid  concatshared   eremote where sid like shared and eid is null,TD,Not_TD
239,"when overwriting existing files the encryption code relies on the part file name to find out what the final file name is this in order to get the existing encryption key set


 ownerpath  thisutilstrippartialfileextensionownerpath
 realfile  thisutilstrippartialfileextensionpath
 public function strippartialfileextensionpath 
 realfile  thisutilstrippartialfileextensionpath
 realfile  thisutilstrippartialfileextensionpath
 realfile  thisutilstrippartialfileextensionpath


this is bad because it prevents us to change the format of the part files to solve issues like too long file names 

this blocks ",TD,TD
240,"in the following scenarios initmountpoints is still called
 login ex any request with cadaver it is triggered by the gc for chunks
 any webdav call because ocservergetuserfolder is not lazy and is called to be injected in some of the dav plugins
 basephp calls setupfs right away in 
 possibly more

  fyi potential perf improvements for nonfs calls",TD,TD
241,if for example via a click on a  the url is changed but the actual pointer of the url is still the same no reload of the files app should happennoticed together with   for a real world example,TD,Not_TD
242,the problem was discovered here  and handled by a easy fix for a particular problem here  but the overall problem still existsthe fakeroot in ocfilesview has a trailing slash for external mount points or share mount points otherwise it doesnt have a trailing slash also depending on how the view is initialized fakeroot can have a trailing slash or not this leads to problems like described and fixed in the issues linked above additional it will fail if the path comes with two leading slashes like mentioned here  another inconsistency is that depending on the trailing slash of the fakeroot the result of getrelativepath will start with a leading slash or notthis all is highly inconsistent and it is really hard to say which behaviour is the correct onewe should always operate on normalized paths starting with one slash without any doubleslashes and without a trailing slash also the result should always be a normalized pathcc  ,TD,TD
243,   moscicki nadirroguehii have taken the latest owncloud stable version  and started to prototyping a custom eos storage on it i started to implement the methods required by the istorage interface to create a homestorage based on eos but i have found that there are still core classes that rely on ocpfilesstorage instead of ocpfilesistorage see tracetype typeerrorcode  argument  passed to ocutilclosure must implement interface ocpfilesstorage instance of ocfileseosstorehomeeosstorestorage given called in applicationsmamphtdocsowncloudlibprivatefilesstoragestoragefactoryphp on line  applicationsmamphtdocsowncloudlibprivatelegacyutilphpline   ocutilclosuretest objectocfileseosstorehomeeosstorestorage   ocfilesstoragestoragefactorywrapobjectocfilesmountmountpoint   ocfilesstoragestoragefactorygetinstanceobjectocfilesmountmountpoint ocfileseosst           ocfilesfilesysteminittest      maini also attach the diagram of storage classes ideally i would like to have my eos classes implementing the istorage and not the storage interface that has been deprecatedi think the solution to this problem is to promote the use of istorage in any class that relies on storage but maybe that affects some logic another class that relies on methods not defined in the istorage is the wrappertype errorcode  call to undefined method ocfileseosstorehomeeosstorestoragegetstoragecachefile applicationsmamphtdocsowncloudlibprivatefilesstoragewrapperwrapperphpline               ocfilesconfigusermountcacheregistermountsobjectocuseruser   ocfilesconfigmountprovidercollectionregistermountsobjectocuseruser     ocfilesfilesysteminittest      main,TD,Not_TD
244, karlitschek lukasreschke  craigpg mtrichards whether we keep filesexternal in core or not it doesnt mattermost importantly we need to setup a ci solution for filesexternal external storage applets discuss it herefollow up from ,TD,TD
245,"the app manager and legacy app code is a mess

an app can have many states
 no code
 code is there but not marked as installed needs an installedversion field in db
 code exists app is marked installed but not enabled
 code exists app marked enabled
 code exists app marked disabled
 app marked enableddisabledinstalled but code is missing
 

apparently when transitioning from  to  some code paths will trigger the apps migration while others dont

this needs to be simplified and uniformized
but first id suggest getting rid of the old legacyappphp and put more of the logic into the app manager

 butonic ",TD,TD
246,"include an option for the search to match only the beginning of the string instead of matching anywhere by default the option should keep the current behaviour

the goal is to optimize the usage of db indexes and improve the overall behaviour in big installations by setting this option the performance should increase at a cost of functionality",TD,TD
247,"follow up of
 
 

creating a share entering a mail address that already exists for a user currently does not work and does not throw an error

needs core enhancements

  core changes to add sharing via mail  needs testing
",TD,TD
248,"include an option for the search to match only the beginning of the string instead of matching anywhere by default the option should keep the current behaviour

the goal is to optimize the usage of db indexes and improve the overall behaviour in big installations by setting this option the performance should increase at a cost of functionality",TD,TD
249,"expected behavior
 create a file like   char dir name 
 delete it
 it should be in the trashbin

actual behavior
json
  char dir name   char dir name  file name too long at 


appanding a timestamp is such a bad idea we could shrink the max allowed filename size to  chars  or we add a flag to the filecache i personally would go with the latter because then we dont need to move the files on disk they can be moved in a background job async if we really want to move them away for objectstorage it would make little difference since the metadata is mandatory anyway",TD,TD
250,"with old chunking we mean the ugly file names like 

whenever a client sends occhunking header deny access to the new endpoint remotephpdavfilesuser

 as discussed

this would help reducing test cases",TD,TD
251,"see 

quote butonic

caused by updating quota or email properties which trigger an update of the addressbook cards by the card dav backend which triggers fatching avatars which triggers fs initialization which takes ages  several prs incoming but still needs

    a new interface for avatar provisioning and probably
    a better fs for avatars
    no longer initialize the fs for every user because the avatars now reside in dataavatars instead of user homes",TD,TD
252,"recently weve seen several cases of columns of type integer reach their maximum of   🎉  for some awesome big instances running oc we should take a moment to ensure we are future proofed for other fields where this may become a problem



",TD,TD
253,"we should consider some improvements to our decryption process

   better logging on the decryption
   proper return codes to permit scripting
   accept input via arguments andor environment to permit scripting
   parallel decrypt command to reduce decryption time testing has shown storage seek times can be the limiting factor and parallel execution can greatly speed up the overall decryption
   improved documentation

for reference  users    postencryption disk size is taking  hours in maintenance mode due to required manual operation of the commands and lack of parallelisation automation 

needs triage to evaluate which are necessary  priority of this",TD,TD
254,when i load the news app the following js and css is included html        only a few of them are actually needed for the news app the rest polutes the global js namespace and is a source of bugs and slowdown not only for executing js but also for loading the js from the server remember we want to load as little as possible so the request is fast and the ui is responsible  the reason for this is that these apps include the js and css libs in appinfoappphp the following apps should therefore be fixed by loading the js and css in the template files that actually show the app calendar contacts gallery filessharing filesversions documents search is this actually needed core at least lostpasswordjs we should also remove all the jquery libs except jquery itself to follow the core js lib cleanup only a few apps actually need those jquery plugins and it makes the page less responsivegeorgehrke jbtbnl karlitschek butonic morrisjobke jancborchardt   lukasreschke ,TD,TD
255,"the following methods are expected to exist within the implementation of the filesystem layers but are actually missing on the interface

  storagefactorywrap is missing on istoragefactory but used in the mountpoint class see 

 jvillafanez 
",TD,TD
256,"with old chunking we mean the ugly file names like 

whenever a client sends occhunking header deny access to the new endpoint remotephpdavfilesuser

 as discussed

this would help reducing test cases",TD,TD
257,"  tipsy grep for tipsy and replace these instances with tooltip and retest the arguments are not the same
  ocnotificationhide grep for notifierhide in the settings folder",TD,TD
258,"review all repair steps and add a version check or a db flag for those that do not need to run again
this could help speed up upgrade time by disabling unneeded repair steps

one example repairavatarpermisisons i believe that there was an older version where the permissions on disk could be messed up once fixed it shouldnt try and refix it for every update
unfortunately this one does some queries on filecache so it might slow down the update a bit

note that we do not want to completely delete repair steps because some will be needed when doing crossmajorversions upgrades so keep them but add a version check or db flag to make sure it only runs once the alternative would be to port them to migrations but that is likely too much work

  avatarpermissions
  

 tomneedham butonic phisch ",TD,TD
259,"  use node api  to be redone
  get rid of cachenode and see if there is a better way ref 
      if we do keep cachenode also cache false when needed ex directorygetchild


jvillafanez add stuff here if you had more in mind

cc  ",TD,TD
260,"this is a proposal we had a while ago which id like to revive

some issues with the current approach

 were registering all possible plugins every time for example the caldav plugins are registered even when we access the files endpoint this can cause unneeded performance issues see  davacl plugin that needed to be excluded
 it is not possible to use an optimized getnodeforpath like in the path because this method only exists in the root tree  if we wanted to have it on subtrees and also specialized wed need to have special nodes that extend tree and also implement icollection and also have a root tree which logic properly detects if a node is a tree and then call getnodeforpath

if we had separate sabre servers for each first level dav path files comments calendars etc
 each server would only register the plugins relevant to this endpoint
 there could be a list of base plugins to be always registered like the maintenance mode plugin
 each server has its own optimized tree which uses a different approach based on the implementation files would do like the old objecttreegetnodeforpath which uses the view as shortcut instead of iterating over every node

 butonic jvillafanez thoughts ",TD,Not_TD
261,"due to legacy reasons the mimetype aliases are stored in a js file that is directly loaded at page load time instead of asynchronously

instead of generating it and checking in the file corejsmimetypelistjs we should provide an app framework route to retrieve it asynchronously

in the js side we need to make sure that any app that needs it is using a promise when retrieving this information as it would be retrieved asynchronously instead of being available at page load

once this is done remove the mimetypelistjs exclusion from integrity check",TD,TD
262,currently if a hook throws an exception it is logged then ignoredsince an exception occurred we cannot guarantee that the state of the system is adequate for the next hooks and operations to runexceptions should be rethrown further after logging herelets discussbrantje speijnik  schiesbn ,TD,TD
263,"currently every layer has its own format for paths

on the dav level we have
 remotephpdavfilesuseridpathtofile
 and well likely have more paths for trashbin versions etc see   
 nothing yet for metadata like avatars previews etc

on the owncloud filesystem level we have
 root storage entries dataavatar
 datauseridfiles
 datauseridfilesencryption
 datauseridfilestrashbin
 datauseridfilesversions
 mount points like ext storage or received shares attached on the vfs under datauseridfilesextstoragemountpoint

on the real fs level
same as above but without the mount points

it would be good to find a way to consolidate these different virtual filesystems to have ideally only one way of addressing everything it doesnt necessarily need to match whatever is on the fs level and fs level can be an object store but rather whatever is visible inside of owncloud and accessible through the webdav apis

 butonic jvillafanez
",TD,TD
264,"found on my instance that has been upgraded from oc  iirc
json
 parameter token for route filessharingsharecontrollershowshare must match   given to generate a corresponding url at 


as it turns out i have corrupt share entries aka links without a token
sql
select  from ocshare where  and token is null

 id  sharetype  sharewith  uidowner  parent  itemtype  itemsource  itemtarget  filesource  filetarget                permissions  stime       accepted  expiration  token  mailsend  uidinitiator  sharename 

               null        foo          null  folder                            something                                       null        null             foo            null       
               null        foo          null  folder                            something else                                  null        null             foo            null       

 rows in set  sec


this causes my shared with others page to be empty no error in the web ui 
  add repair step that does delete from ocshare where  and token is null
  expose exception to api call dont swallow that exception bad for your karma
  add a report to the admin section with the last n errors would require parsing the logfile  sucks  store log in db new log provider hmmm",TD,TD
265,the old dropbox api is deprecated  and will be killed by dropbox on  june  means the external storage plugin needs to be ported to the new apiaccording to ownclouds eol timeline  at this time the oldest supported owncloud version would be  the porting should be done in a separate repository filesexternaldropbox instead of core as per not sure about oc   maybe need to backport the change therethoughts   ,TD,TD
266," the very old static hooks ocputilconnecthook
 the less old object based emitters keyword basicemitter where you listen directly on objects
 the newer way we want to go for everything in the future symfony event dispatcher listeners

for every hook of type  and  we should provide a symfony event dispatcher event

then all app development needs to use only the symfony event dispatcher ones in the future and those will be considered public api and the old ones deprecated
",TD,TD
267,i realized that the dummy ocwebroot that is specified in the js unit tests is wrongthe current one contains the host name but in reality it is supposed to only contain the context path no hostbut changing it directly breaks many tests so it might take a while to fixalso some paths like images might still need an existing path to continue working because the karma server serves them,TD,TD
268,migrate previewpng etc  to appframeworksubtasks  add a proper previewcontroller  preview  image response types require stream based responses,TD,TD
269,"follow up phase  of 

less critical as the other tables are less likely to run out",TD,Not_TD
270,"instead of having the home storage id and path be defined by the user id or even hardcoded in ocaccounts table i suggest to move the following

 replace the ocaccounts table home path with a storage numeric id let the storage itself decide where the path is that column doesnt make sense anyway when dealing with primary object storage or such

 provide a way api  occ  for admins to change the mapping between users and storages it could be as simple as changing the numeric id of the storage in ocaccounts table

this would make it possible to

  rewire users to their correct storage in case of storage duplication issues which were met due to very old storage bugs

 transfer ownership by reassigning a storage to a new user

 in the same line like  it would make it possible to transfer a guest users storage to the real user after migrating said guest user to be a real user ex created in ldap

 like  but when a user changed the id uuid or whatever instead of getting a new storage the admin can remap said user to their old storage so they can keep the data

 potentially helping with migrating storage from local storage to object store on a per user basis given that we extend the ocstorages table to hold the information whether the storage is local or object store instead of just home maybe add a type column there

setting to  as this has great potential to address several of our big pain points

  butonic jvillafanez 
",TD,Not_TD
271,"currently most tables in oc are based on the immutable user id
changing all tables to use account id instead would take a long time and the benefit of being able to change a user id is deferred to the moment where all tables were adjusted
also changing too many at once in the hope to have this feature soon is time costy and dangerous

i suggest to use an alternate temporary route

 introduce a new column ocaccountsinternaluserid the column defaults to the same value as ocaccountsuserid at user creation or import
 let the admin rename the user id in which case only ocaccountsuserid is changed
 internally we always use internaluserid when mapping with other tables so the code needs to be rewired to work with internaluserid for internal operations but keep userid when dealing with logins or usersync

once this is done we already gain the benefit of user id renaming

after that we can take our time to migrate all other tables one by one to use ocaccountid instead and use the opportunity to add a foreign key there

once all tables are migrated we can get rid of ocaccountsinternaluserid and make it use userid again

tomneedham cdamken butonic  jvillafanez  ",TD,TD
272," hodyroff 

todo add reasons",TD,Not_TD
273,"  prerequisite 


for each hook and emitter
 delete said hookemitter
 search for usages across all apps
 replace everywhere to use symfony
 write them down and list aspects of oc that will need to be regression tested
 check that we have tests for said events if not write them

 sharidas",TD,TD
274,paging support currently is a messthe break condition while doing a paged search is an empty cookie the server returns a cookie of  on the last page of the searchhowever empty cookies are not stored in the cookie cache and thus owncloud will not handle search requests that have no more results correctlycurrently the search for a cookie will fail after the last page and the code for retrying the search will be executed this second search also wont handle the empty cookie correctly so the results will be an unnecessary search and a paged search failed  error ,TD,TD
275,when executing a user search the paged search mechanism uses recursion to fetch the next page this may result in a fatal error maximum function nesting level of  reached aborting” morrisjobke and i identified this as a problem during upgrade in a larger installationcc blizzz,TD,TD
276,when groups are retrieved from ldap it is most likely that the existance check will be requested from  the owncloud group manager if not cached the existance check will finally call the ldap server to  verify this since we retrieved the groups just before we should cache them as existing and save those unnecessary requests to ldap this makes probably sense for users as well the caching could be triggered from within  where we already cache user display names for the same reasonthis will have  a positive performance impact which otoh is not overly high nevertheless it is always better to use as few ldap requests as possible ,TD,TD
277,possible since ,TD,Not_TD
278,see  ,TD,Not_TD
279,iusersessionlogin has the following signature          do a user login      param string user the username      param string password the password      return bool true if successful      since          public function loginuser passwordfrom looking at the code i found that in some cases false is returned in case of a failed login attempt other code paths throw a loginexception though the problem is that some of the client code checks the return value while other catches the exception i didnt find any code that does bothi guess this is not the intended situation so id like to fix that by either using only the return value or throw an exception in all error casesalso note that that the exception is not documented on the interfacelukasreschke   nickvergessen rullzer  what do you prefer ,TD,TD
280,owncloud  via reverse proxylinux   smp wed sep   utc     gnulinuxmany most webdavclients dont support cookiehandling very well since session credentials are handled using http authentication owncloud however enforces the creation of sessions even if they are not neededthis causes the creation of a massive amount of useless session files when using caldav carddav etc  in my personal instance approx  files are created per week that means a serious performance impacti created a workaround as well as a suggestion to resolve this issue permanently if you provide me with proper feedbackworkaround  remove session after remotephpquery is done remotephp        remotephp         baseuri  ocwebroot  remotephpservice requireonce filesessionunsetsessiondestroythis is a safe way to resolve the issue howeverthere is a performance gain possible but not creating the session when involving remotephp at all is there already a way to suppress sessioncreation if not it could be supressed using a variable like runtimenoapps for example set runtimenosession  true at the top of remotephp in basephp dont create session when it is setif you like that solution i could implement it however i highly recommend to do something about itbest regardsmartin,TD,TD
