id,text,Label,Model_classification
173," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
usercurrent is handled by perl

 expected  new behavior
usercurrent should be handled by go

 minimum api version


 request methods
  get 
  put

 minimal reproduction of the problem with instructions
na",TD,Not_TD
174," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
apicapabilities is handled by perl

 expected  new behavior
apicapabilities should be handled by go

 minimum api version


 request methods
  get
  post

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
175," im submitting a 


  bug report
  new feature  enhancement request
  improvement request usability performance tech debt etc
  other 

 traffic control components affected 

  cdn in a box
  documentation
  grove
  traffic control client
  traffic monitor
  traffic ops
  traffic ops ort
  traffic portal
  traffic router
  traffic stats
  traffic vault
  unknown

 current behavior
tp currently makes calls to api endpoints that will soon be deprecated these calls need to be removed or changed to another suitable endpoint

 expected  new behavior
tp does not make any api calls to deprecated endpoints

 minimal reproduction of the problem with instructions

na


licensed to the apache software foundation asf under one
or more contributor license agreements  see the notice file
distributed with this work for additional information
regarding copyright ownership  the asf licenses this file
to you under the apache license version  the
license you may not use this file except in compliance
with the license  you may obtain a copy of the license at

    

unless required by applicable law or agreed to in writing
software distributed under the license is distributed on an
as is basis without warranties or conditions of any
kind either express or implied  see the license for the
specific language governing permissions and limitations
under the license
",TD,Not_TD
176," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
federationsidfederationresolvers is handled by perl

 expected  new behavior
federationsidfederationresolvers should be handled by go

 minimum api version


 request methods
  get
  post

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
177," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
statssummary is handled by perl

 expected  new behavior
statssummary should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
178," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
deliveryservicesidhealth is handled by perl

 expected  new behavior
deliveryservicesidhealth should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na

 anything else
pr in progress  waiting on ",TD,Not_TD
179," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
federationresolversid is handled by perl

 expected  new behavior
federationresolversid should be handled by go

 minimum api version


 request methods
  delete

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
180," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
apicapabilitiesid is handled by perl

 expected  new behavior
apicapabilitiesid should be handled by go

 minimum api version


 request methods
  get
  put
  delete

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
181," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
cachegroupsparameteridparameter is handled by perl

 expected  new behavior
cachegroupsparameteridparameter should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
182," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
cachegroupsparameteridparameteravailable is handled by perl

 expected  new behavior
cachegroupsparameteridparameteravailable should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
183," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
cachegroupparameterscachegroupidparameterid is handled by perl

 expected  new behavior
cachegroupparameterscachegroupidparameterid should be handled by go

 minimum api version


 request methods
  delete

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
184," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
hwinfodtdata is handled by perl

 expected  new behavior
hwinfodtdata should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na

 anything else
a route named hwinfowip seems to exist progress to completion is unknown
",TD,TD
185," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
capabilities is handled by perl

 expected  new behavior
capabilities should be handled by go

 minimum api versions
  get
  post

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
186," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
parametersidprofiles is handled by perl

 expected  new behavior
parametersidprofiles should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
187," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
divisionsdivisionregions is handled by perl

 expected  new behavior
divisionsdivisionregions should be handled by go

 minimum api version


 request methods
  post

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
188," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
parametersvalidate is handled by perl

 expected  new behavior
parametersvalidate should be handled by go

 minimum api version


 request methods
  post

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
189," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
regionsregionphyslocations is handled by perl

 expected  new behavior
regionsregionphyslocations should be handled by go

 minimum api version


 request methods
  post

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
190," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
cdnsnameconfigsrouting is handled by perl

 expected  new behavior
cdnsnameconfigsrouting should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na

 anything else

pr in progress  ",TD,Not_TD
191," im submitting a 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
divisionsnamename is handled by perl

 expected  new behavior
divisionsnamename should be handled by go

 minimum api version


 request methods
  delete
  get 

 minimal reproduction of the problem with instructions
na",TD,Not_TD
192," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
serverschecks is handled by perl

 expected  new behavior
serverschecks should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
193," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
riakstats is handled by perl

 expected  new behavior
riakstats should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
194," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
toextensionsiddelete is handled by perl

 expected  new behavior
toextensionsiddelete should be handled by go

 minimum api version


 request methods
  post yeesh

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
195," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
statssummarycreate is handled by perl

 expected  new behavior
statssummarycreate should be handled by go

 minimum api version


 request methods
  post

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
196," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
cachegroupfallbacks is handled by perl

 expected  new behavior
cachegroupfallbacks should be handled by go

 minimum api version


 request methods
  get
  put
  post
  delete

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
197," im submitting a 
  bug report
  new feature  enhancement request
  improvement request usability performance tech debt etc
  other

 traffic control components affected 
  cdn in a box
  documentation possibly
  grove
  traffic control client
  traffic monitor
  traffic ops
  traffic ops ort
  traffic portal
  traffic router
  traffic stats
  traffic vault
  unknown

 current behavior
cdnsconfigs is handled by perl

 expected  new behavior
cdnsconfigs should be handled by go

 minimum api version
  this is the actual problem here the current go implementation has a minimum supported version of 

 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
198," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
capabilitiescapability is handled by perl

 expected  new behavior
capabilitiescapability should be handled by go

 minimum api version


 request methods
  get
  put
  delete

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
199," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
deliveryservicesidstate is handled by perl

 expected  new behavior
deliveryservicesidstate should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
200,"at the time of creating this issue all the following endpoints were undocumented
i can update the tickbox to be checked for each endpoint that is updated note this may not be a comprehensive list

specific fields
  user does not document lastupdated for post
  regions does not document lastupdated for post

whole endpoints
  get steering
  post statuses
  post type
  put type
  delete type
  post roles
  put roles
  delete roles
  delete divisions
  delete regions
  getpostputdelete deliveryservicerequests
     note a post method is documented for deliveryservicesrequest implemented in perl
     im not sure whether or not this supposed to be a different endpoint

note most cases where an id is used i mean a path parameter because it is understood but there are exceptions like roles where only query parameters are used



other incomplete documentation
  deliveryservicesdnsseckeysgenerate
    there is no example request structure
",TD,TD
201," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
toextensions is handled by perl

 expected  new behavior
toextensions should be handled by go

 minimum api version


 request methods
  get
  post

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
202," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
servercheckaadata is handled by perl

 expected  new behavior
servercheckaadata should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
203," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
typestrimmed is handled by perl

 expected  new behavior
typestrimmed should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
204," im submitting a 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
parametersidunassignedprofiles is handled by perl

 expected  new behavior
parametersidunassignedprofiles should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
205," im submitting a 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
trafficmonitorstats is handled by perl

 expected  new behavior
trafficmonitorstats should be handled by go

 minimum api version 


 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
206," im submitting a 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
deliveryserviceuserdsiduserid is handled by perl

 expected  new behavior
deliveryserviceuserdsiduserid should be handled by go

 minimum api version


 request methods
  delete

 minimal reproduction of the problem with instructions
na

 anything else
pr in progress   progress to completion is unknown",TD,Not_TD
207," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
deliveryserviceuser is handled by perl

 expected  new behavior
deliveryserviceuser should be handled by go

 minimum api version


 request methods
  post

 minimal reproduction of the problem with instructions
na

 anything else
pr in progress   progress to completion is unknown",TD,Not_TD
208," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
cdnsrouting is handled by perl

 expected  new behavior
cdnsrouting should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na

 anything else

pr in progress  ",TD,Not_TD
209," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
usercurrentupdate is handled by perl

 expected  new behavior
usercurrentupdate should be handled by go

 minimum api version


 request methods
  post

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
210," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
cdnsusageoverview is handled by perl

 expected  new behavior
cdnsusageoverview should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
211," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
cachegroupparameters is handled by perl

 expected  new behavior
cachegroupparameters should be handled by go

 minimum api version


 request methods
  get
  post

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
212," im submitting a 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
deliveryservicesidsafe is handled by perl

 expected  new behavior
deliveryservicesidsafe should be handled by go

 minimum api version


 request methods
  put

 minimal reproduction of the problem with instructions
na

 anything else
pr in progress ",TD,Not_TD
213," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
regionsnamename is handled by perl

 expected  new behavior
regionsnamename should be handled by go

 minimum api versions


 request methods
  get 
  delete

 minimal reproduction of the problem with instructions
na
",TD,TD
214,"a number of to client funcs have been deprecated since  and should be removed from master 

they can be found by searching for  deprecated eg ",TD,Not_TD
215," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
deliveryservicesidrouting is handled by perl

 expected  new behavior
deliveryservicesidrouting should be handled by go

 minimum api version


 request methods
  get

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
216," im submitting a 
 improvement request usability performance tech debt etc

 traffic control components affected 
 cdninabox because of ortpy
 traffic ops ort and also the python version used by cdninabox

 current behavior
to fetch the packages necessary for install on cache servers ort calls the orthost namepackages endpoint which is not grounded in an api version nor documented anywhere nor handled in go

 expected  new behavior
ort should use only real documented supported versioned api endpoints im not personally very particular how thats done though i prefer the bottommost option unrealistic though that may be

• the call could be forwarded to atstccfg which could be updated to support generating the output from standard api calls
• ort itself could be changed to request the necessary information from the standard api
• the endpoint could be rewritten in go and added to the  api
• the ability to install packages could be removed from ort entirely and be left to the orchestration or administration system of choice for the organization managing the server  which probably does it better anyway

 minimal reproduction of the problem with instructions
run ort observe the call to an unsupported nonstandard api",TD,TD
217," im submitting a 
  bug report
  new feature  enhancement request
  improvement request usability performance tech debt etc
  other 

 traffic control components affected 
  cdn in a box
  documentation
  grove
  traffic control client
  traffic monitor
  traffic ops
  traffic ops ort
  traffic portal
  traffic router
  traffic stats
  traffic vault
  unknown

 current behavior
ort currently fetches packages and the chkconfig from orthost namepackages and orthost namechkconfig respectively

 expected  new behavior
 handlers exist in the perl route apiversionserversserverconfigfilesatsfilename for those two special packages if they are incorrect in some way then a rewrite to go should be done that fixes them either way the apibased routes should be used",TD,Not_TD
218," im submitting a 
 improvement request usability performance tech debt etc

 traffic control components affected 
 cdninabox because of ortpy
 traffic ops ort and also the python version used by cdninabox

 current behavior
to fetch the services and their necessary states in different runlevels on cache servers ort calls the orthost namechkconfig endpoint which is not grounded in an api version nor documented anywhere nor handled in go

 expected  new behavior
ort should use only real documented supported versioned api endpoints im not personally very particular how thats done though i prefer the bottommost option unrealistic though that may be

• the call could be forwarded to atstccfg which could be updated to support generating the output from standard api calls
• ort itself could be changed to request the necessary information from the standard api
• the endpoint could be rewritten in go and added to the  api
• the ability to manage services that are not ats could be removed from ort entirely and left up to the orchestration or administration system in use by the organization managing the cache server as they probably do it much better

 minimal reproduction of the problem with instructions
run ort observe the call to an unsupported nonstandard api

 anything else
however this is done  provided the functionality is retained  it really ought to not use the chkconfig format as all centos versions currently supported use systemd instead",TD,TD
219," im submitting a 
 improvement request usability performance tech debt etc

 traffic control components affected 
 cdninabox because of ortpy
 traffic ops ort and also the python version used by cdninabox

 current behavior
to report that updates andor revalidations were successfully applied on cache servers ort calls the updatehost name endpoint which is not grounded in an api version nor documented anywhere nor handled in go

 expected  new behavior
ort should use only real documented supported versioned api endpoints im not personally very particular how thats done though i prefer the bottommost option unrealistic though that may be

• the call could be forwarded to atstccfg which could be updated to it using standard api calls
• ort itself could be changed to make the request using the standard api
• the endpoint could be rewritten in go and added to the  api

 minimal reproduction of the problem with instructions
run ort observe the call to an unsupported nonstandard api",TD,TD
220," im submitting an 
improvement request usability performance tech debt etc

 traffic control components affected 
 documentation possibly
 traffic ops

 current behavior
isos is handled by perl

 expected  new behavior
isos should be handled by go

 minimum api version


 request methods
  post

 minimal reproduction of the problem with instructions
na
",TD,Not_TD
221," im submitting a 
 improvement request usability performance tech debt etc

 traffic control components affected 
 cdninabox because of ortpy
 traffic ops ort and also the python version used by cdninabox

 current behavior
to fetch the packages necessary for install on cache servers ort calls the orthost namepackages endpoint which is not grounded in an api version nor documented anywhere nor handled in go

 expected  new behavior
ort should use only real documented supported versioned api endpoints im not personally very particular how thats done though i prefer the bottommost option unrealistic though that may be

• the call could be forwarded to atstccfg which could be updated to support generating the output from standard api calls
• ort itself could be changed to request the necessary information from the standard api
• the endpoint could be rewritten in go and added to the  api
• the ability to install packages could be removed from ort entirely and be left to the orchestration or administration system of choice for the organization managing the server  which probably does it better anyway

 minimal reproduction of the problem with instructions
run ort observe the call to an unsupported nonstandard api",TD,TD
222," im submitting a 
 improvement request usability performance tech debt etc

 traffic control components affected 
 cdninabox because of ortpy
 traffic ops ort and also the python version used by cdninabox

 current behavior
to fetch the services and their necessary states in different runlevels on cache servers ort calls the orthost namechkconfig endpoint which is not grounded in an api version nor documented anywhere nor handled in go

 expected  new behavior
ort should use only real documented supported versioned api endpoints im not personally very particular how thats done though i prefer the bottommost option unrealistic though that may be

• the call could be forwarded to atstccfg which could be updated to support generating the output from standard api calls
• ort itself could be changed to request the necessary information from the standard api
• the endpoint could be rewritten in go and added to the  api
• the ability to manage services that are not ats could be removed from ort entirely and left up to the orchestration or administration system in use by the organization managing the cache server as they probably do it much better

 minimal reproduction of the problem with instructions
run ort observe the call to an unsupported nonstandard api

 anything else
however this is done  provided the functionality is retained  it really ought to not use the chkconfig format as all centos versions currently supported use systemd instead",TD,TD
223,"because the api version is treated as a float under the hood i believe we will run into issues once we reach api minor version  because    the underlying implementation should model api versions as a struct of two unsigned integers 

type apiversion struct 
    major uint
    minor uint



this would have to be refactored before we could possibly support to api minor version  we are currently at  so i believe we have about  releases until this will need to be addressed",TD,TD
224,"i am writing an api test for a pr i submitted 

i have the following code


func trytodeletedivisiont testingt 
    division  testdatadivisions
    resp  err  tosessiondeletedivisionbynamedivisionname

    fmtprintfresp vn resp
    fmtprintferr vn err

    if err  nil 
        terrorfshould not be able to delete a division prematurely
        return
    

    if lenrespalerts   
        terrorferror occurred while deleting division but no alerts exist
        return
    

    switch respalertstext 
    case resource not found
        terrorfdivision with name v does not exist divisionname
    case this division is currently used by regions
         expected return message
    default
        terrorfunexpected alert occurred v resp
    



below is the result you can see that the error clearly returns the alert message im looking for but when an error occurs the client doesnt return the alerts at first glance this is confusing is there a particular reason this is done i believe there is a go convention that says a returned error implies the first value is nil but i dont think that makes sense in this case

i can write this particular test differently but maybe this makes sense to change


resp 
err  bad request  error requesting traffic ops  alerts
 fail testdivisions 
	 error occurred while deleting division but no alerts exist
fail
",TD,TD
225,"the types table currently has types associated with

 cache groups
 delivery services
 federations
 regexes
 servers
 static dns entries
 steering targets
 to extensions

as far as i know only one type of type can be added dynamically  server types the other types are static and would require supporting code changes if new types are introduced

for example you can create an edgefoo or midfoo type and the system will treat those servers as edges and mids respectively because they start with edge or mid  no code changes required

however if you create a dnsfoo delivery service type the system cant handle that without code changes

therefore i think the crud apis for types should only work if useintableserver otherwise you should get back a  bad request",TD,TD
226," says to use the pkg script but it doesnt say where it is the docs should note its in the root of the repo and possibly include a link to github or instructions to checkout and run it

i know that might seem obvious but im making this case because we actually had someone asking where to find it

relatedly the dockercompose instructions on the same page have the same problem might be worth adding to the instructions a section on how go get the code and navigate to it ie 

mkdir p gopathsrcgithubcomapache
cd gopathsrcgithubcomapache
git clone 
cd incubatortrafficcontrol
",TD,TD
227,"this endpoint just outputs a list of cdns as nameid pairs like eg

json

  response 
    
      name all
      id 
    
    
      name cdninabox
      id 
    
    
      name foo
      id 
    
  



which based on the name doesnt seem like the desired behaviour even if it is the  endpoint already provides the same information so maybe we should just get rid of this instead of fixing it",TD,TD
228,nan,TD,Not_TD
229," im submitting a 
  new feature  enhancement request

 traffic control components affected 
  grove
  traffic control client
  traffic ops

 current behavior
trafficopsgolang and trafficopsclient now depend on groveweb grove is an app not a library nothing should depend on it

the things in groveweb that to needs should be moved to libgorfc to fix the dependency

 expected  new behavior
to no longer depends on grove

 minimal reproduction of the problem with instructions
tech debt not actively causing a bug but its a logistical problem to requires grove to build build systems tests etc must all copy and build grove etc etc

 anything else
",TD,TD
230,"traffic ops currently creates location parameters for ds fields that use config files this is no longer necessary since 

code is here


 im submitting a 
  improvement request usability performance tech debt etc

 traffic control components affected 
  traffic ops

 current behavior
to creates ds location parameters

 expected  new behavior
to does not create ds field location parameters

 minimal reproduction of the problem with instructions
change a ds to have a header rewrite observe location parameter created

 anything else
",TD,Not_TD
231,"since  the config generation will infer location parameters but this requires ort to pass it the ats config directory

the perl ort does this but ortpy used by the ciab doesnt it should be changed so it does and the unnecessary location parameters removed

 im submitting a 
  improvement request usability performance tech debt etc

 traffic control components affected 
  cdn in a box

 current behavior
ciab creates inferred location parameters and ortpy doesnt pass config generation the ats install path

 expected  new behavior
ciab does not create inferred location parameters and ortpy does pass config generation the ats install path

 minimal reproduction of the problem with instructions
run ciab observe unnecessary location parameters

 anything else
",TD,TD
232,"ats config generation creates dscp files from ds settings these settings are read and then set as a file on the remapconfig line for the ds

but the files themselves are not inferred the location parameters for setdscpconfig must exist or ats will fail to start

the config generation should infer these files from the dscp settings of all dses on the server instead of relying on duplicate potentiallywrong parameters

 im submitting a 

  new feature  enhancement request
  improvement request usability performance tech debt etc


 traffic control components affected 
  traffic ops ort

 current behavior
dscp files are not  dynamically created

 expected  new behavior
dscp files are dynamically created as needed irrespective of location parameters

 minimal reproduction of the problem with instructions
delete all setdscp location parameters run ort observe ats exploding

 anything else
",TD,TD
233," im submitting a 
  new feature  enhancement request

 traffic control components affected 
  grove
  traffic control client
  traffic ops

 current behavior
trafficopsgolang and trafficopsclient now depend on groveweb grove is an app not a library nothing should depend on it

the things in groveweb that to needs should be moved to libgorfc to fix the dependency

 expected  new behavior
to no longer depends on grove

 minimal reproduction of the problem with instructions
tech debt not actively causing a bug but its a logistical problem to requires grove to build build systems tests etc must all copy and build grove etc etc

 anything else
",TD,TD
234,"since  the config generation will infer location parameters but this requires ort to pass it the ats config directory

the perl ort does this but ortpy used by the ciab doesnt it should be changed so it does and the unnecessary location parameters removed

 im submitting a 
  improvement request usability performance tech debt etc

 traffic control components affected 
  cdn in a box

 current behavior
ciab creates inferred location parameters and ortpy doesnt pass config generation the ats install path

 expected  new behavior
ciab does not create inferred location parameters and ortpy does pass config generation the ats install path

 minimal reproduction of the problem with instructions
run ciab observe unnecessary location parameters

 anything else
",TD,TD
235,"by ignorance or by maybe by design i created a crconfig that got rejected from traffic router i added a hostregexp with order of  which shouldnt have been a problem there is no default value 

this created a bunch of null entries added in the crconfig which traffic router was unable to parse

note crconfig rejections are not being relayed back to users in portal


  testds 
    coveragezoneonly false
    deepcachingtype never
    domains 
      testdswcdncoxnet
    
    geolocationprovider maxmindgeolocationservice
     false
    matchsets 
      
        matchlist 
          
            matchtype host
            regex testds
          
        
        protocol dns
      
    null
      null
      null
      null
      null
      null
      null
      null
      null
      
        matchlist 
          
            matchtype host
            regex mycnamecdncoxnet
          
        
        protocol dns
      
    


traffic router logs


warn    comcomcastcdntrafficcontroltrafficroutercoremonitortrafficmonitorwatcher  comcomcastcdntrafficcontroltrafficroutercoreutiljsonutilsexception failed querying json for key protocol
comcomcastcdntrafficcontroltrafficroutercoreutiljsonutilsexception failed querying json for key protocol
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 
        at 


",TD,TD
236," im submitting a 


  bug report
  new feature  enhancement request
  improvement request usability performance tech debt etc
  other 

 traffic control components affected 

  cdn in a box
  documentation
  grove
  traffic control client
  traffic monitor
  traffic ops
  traffic ops ort
  traffic portal
  traffic router
  traffic stats
  traffic vault
  unknown

 current behavior
tp currently makes calls to api endpoints that will soon be deprecated with api  these calls need to be removed or changed to another suitable endpoint

you can determine which calls tp makes to soontobedeprecated api  routes as they look like this

httpgetenvapi

api calls are made in the following services 

 expected  new behavior
tp does not make any api calls to deprecated legacy endpoints

 minimal reproduction of the problem with instructions

na


licensed to the apache software foundation asf under one
or more contributor license agreements  see the notice file
distributed with this work for additional information
regarding copyright ownership  the asf licenses this file
to you under the apache license version  the
license you may not use this file except in compliance
with the license  you may obtain a copy of the license at

    

unless required by applicable law or agreed to in writing
software distributed under the license is distributed on an
as is basis without warranties or conditions of any
kind either express or implied  see the license for the
specific language governing permissions and limitations
under the license
",TD,Not_TD
237,"i was browsing the official docs and ended up having to dive into the code to get the api endpoint for 

docs should get added to ",TD,Not_TD
238,"this route needs documented

its new and not in perl or the docs i almost deleted it because i thought it was a mistake its not ",TD,Not_TD
239,"the cdninabox documentation  is missing some things that were added fairly recently  including but not limited to
 use of dockercomposeexposeportsyml should be mentioned with the first dockercompose  up
 optional containers vnc vpn grafana socksproxy 
",TD,Not_TD
240," im submitting a 
  improvement request usability performance tech debt etc

 traffic control components affected 

  documentation
  traffic ops

 current behavior
there is no mention of how performing a cdn snapshot put apiversionsnapshotcdncdnname affects the output of the monitoring configuration file get cdnscdnconfigsmonitoring used by traffic monitor

 expected  new behavior
include mention of how cdn snapshotting affects get cdnscdnconfigsmonitoring

 minimal reproduction of the problem with instructions



licensed to the apache software foundation asf under one
or more contributor license agreements  see the notice file
distributed with this work for additional information
regarding copyright ownership  the asf licenses this file
to you under the apache license version  the
license you may not use this file except in compliance
with the license  you may obtain a copy of the license at

    

unless required by applicable law or agreed to in writing
software distributed under the license is distributed on an
as is basis without warranties or conditions of any
kind either express or implied  see the license for the
specific language governing permissions and limitations
under the license

",TD,Not_TD
241,because of how the build system recursively copies the trafficportal directory existing nodemodules and bowercomponents dependencies directories in the locallycopied repo will be pulled into the build environment this means that conflicting dependency versions can exist  which can cause the build to fail cryptically problem is easily fixed by deleting the local resources but developers might be annoyed by that so a better solution would be to just either destroy the dependency directories in the build system before running bower installnpm install or just not copying them in the first place,TD,TD
242," im submitting a 
  improvement request usability performance tech debt etc

 traffic control components affected 

  documentation
  traffic ops

 current behavior
there is no mention of how performing a cdn snapshot put apiversionsnapshotcdncdnname affects the output of the monitoring configuration file get cdnscdnconfigsmonitoring used by traffic monitor

 expected  new behavior
include mention of how cdn snapshotting affects get cdnscdnconfigsmonitoring

 minimal reproduction of the problem with instructions



licensed to the apache software foundation asf under one
or more contributor license agreements  see the notice file
distributed with this work for additional information
regarding copyright ownership  the asf licenses this file
to you under the apache license version  the
license you may not use this file except in compliance
with the license  you may obtain a copy of the license at

    

unless required by applicable law or agreed to in writing
software distributed under the license is distributed on an
as is basis without warranties or conditions of any
kind either express or implied  see the license for the
specific language governing permissions and limitations
under the license

",TD,Not_TD
243," im submitting a 
 improvement request usability performance tech debt etc

 traffic control components affected 
 cdninabox because of ortpy
 traffic ops ort and also the python version used by cdninabox

 current behavior
to report that updates andor revalidations were successfully applied on cache servers ort calls the updatehost name endpoint which is not grounded in an api version nor documented anywhere nor handled in go

 expected  new behavior
ort should use only real documented supported versioned api endpoints im not personally very particular how thats done though i prefer the bottommost option unrealistic though that may be

• the call could be forwarded to atstccfg which could be updated to it using standard api calls
• ort itself could be changed to make the request using the standard api
• the endpoint could be rewritten in go and added to the  api

 minimal reproduction of the problem with instructions
run ort observe the call to an unsupported nonstandard api",TD,TD
